,irish_rainfall_year,irish_rainfall_month,median_monthly_rainfall,irish_rainfall_date
773,1775,6,48.7,1775-06-01
774,1775,7,171.0,1775-07-01
775,1775,8,159.8,1775-08-01
776,1775,9,147.3,1775-09-01
777,1775,10,177.3,1775-10-01
778,1775,11,114.9,1775-11-01
779,1775,12,68.7,1775-12-01
780,1776,1,47.7,1776-01-01
781,1776,2,116.1,1776-02-01
782,1776,3,48.7,1776-03-01
783,1776,4,31.1,1776-04-01
784,1776,5,41.5,1776-05-01
785,1776,6,96.4,1776-06-01
786,1776,7,129.6,1776-07-01
787,1776,8,152.4,1776-08-01
788,1776,9,143.0,1776-09-01
789,1776,10,69.4,1776-10-01
790,1776,11,94.3,1776-11-01
791,1776,12,66.3,1776-12-01
792,1777,1,46.4,1777-01-01
793,1777,2,61.9,1777-02-01
794,1777,3,67.0,1777-03-01
795,1777,4,76.3,1777-04-01
796,1777,5,68.1,1777-05-01
797,1777,6,112.4,1777-06-01
798,1777,7,111.4,1777-07-01
799,1777,8,106.2,1777-08-01
800,1777,9,51.6,1777-09-01
801,1777,10,175.3,1777-10-01
802,1777,11,104.1,1777-11-01
803,1777,12,50.5,1777-12-01
804,1778,1,80.4,1778-01-01
805,1778,2,40.8,1778-02-01
806,1778,3,73.2,1778-03-01
807,1778,4,39.6,1778-04-01
808,1778,5,97.2,1778-05-01
809,1778,6,97.2,1778-06-01
810,1778,7,175.2,1778-07-01
811,1778,8,50.4,1778-08-01
812,1778,9,79.2,1778-09-01
813,1778,10,181.2,1778-10-01
814,1778,11,132.0,1778-11-01
815,1778,12,153.6,1778-12-01
816,1779,1,19.9,1779-01-01
817,1779,2,34.6,1779-02-01
818,1779,3,25.2,1779-03-01
819,1779,4,71.3,1779-04-01
820,1779,5,82.8,1779-05-01
821,1779,6,83.9,1779-06-01
822,1779,7,161.5,1779-07-01
823,1779,8,36.7,1779-08-01
824,1779,9,151.0,1779-09-01
825,1779,10,145.7,1779-10-01
826,1779,11,88.1,1779-11-01
827,1779,12,147.8,1779-12-01
828,1780,1,34.5,1780-01-01
829,1780,2,79.6,1780-02-01
830,1780,3,61.9,1780-03-01
831,1780,4,97.3,1780-04-01
832,1780,5,68.1,1780-05-01
833,1780,6,53.0,1780-06-01
834,1780,7,68.1,1780-07-01
835,1780,8,30.9,1780-08-01
836,1780,9,157.4,1780-09-01
837,1780,10,139.7,1780-10-01
838,1780,11,85.8,1780-11-01
839,1780,12,16.8,1780-12-01
840,1781,1,58.5,1781-01-01
841,1781,2,106.3,1781-02-01
842,1781,3,16.6,1781-03-01
843,1781,4,67.3,1781-04-01
844,1781,5,58.5,1781-05-01
845,1781,6,105.3,1781-06-01
846,1781,7,70.2,1781-07-01
847,1781,8,131.6,1781-08-01
848,1781,9,99.4,1781-09-01
849,1781,10,23.4,1781-10-01
850,1781,11,163.8,1781-11-01
851,1781,12,74.1,1781-12-01
852,1782,1,115.7,1782-01-01
853,1782,2,29.2,1782-02-01
854,1782,3,78.0,1782-03-01
855,1782,4,136.4,1782-04-01
856,1782,5,142.5,1782-05-01
857,1782,6,59.7,1782-06-01
858,1782,7,86.5,1782-07-01
859,1782,8,193.7,1782-08-01
860,1782,9,148.6,1782-09-01
861,1782,10,113.3,1782-10-01
862,1782,11,57.3,1782-11-01
863,1782,12,57.3,1782-12-01
864,1783,1,105.4,1783-01-01
865,1783,2,86.9,1783-02-01
866,1783,3,57.6,1783-03-01
867,1783,4,16.3,1783-04-01
868,1783,5,113.0,1783-05-01
869,1783,6,106.5,1783-06-01
870,1783,7,94.5,1783-07-01
871,1783,8,141.2,1783-08-01
872,1783,9,148.8,1783-09-01
873,1783,10,89.1,1783-10-01
874,1783,11,89.1,1783-11-01
875,1783,12,38.0,1783-12-01
876,1784,1,80.7,1784-01-01
877,1784,2,48.8,1784-02-01
878,1784,3,54.4,1784-03-01
879,1784,4,87.3,1784-04-01
880,1784,5,74.1,1784-05-01
881,1784,6,144.5,1784-06-01
882,1784,7,109.8,1784-07-01
883,1784,8,111.6,1784-08-01
884,1784,9,59.1,1784-09-01
885,1784,10,17.8,1784-10-01
886,1784,11,89.1,1784-11-01
887,1784,12,61.0,1784-12-01
888,1785,1,64.9,1785-01-01
889,1785,2,21.6,1785-02-01
890,1785,3,17.1,1785-03-01
891,1785,4,23.4,1785-04-01
892,1785,5,36.1,1785-05-01
893,1785,6,43.3,1785-06-01
894,1785,7,77.5,1785-07-01
895,1785,8,196.5,1785-08-01
896,1785,9,126.2,1785-09-01
897,1785,10,123.5,1785-10-01
898,1785,11,102.8,1785-11-01
899,1785,12,68.5,1785-12-01
900,1786,1,90.1,1786-01-01
901,1786,2,32.0,1786-02-01
902,1786,3,35.8,1786-03-01
903,1786,4,25.2,1786-04-01
904,1786,5,83.3,1786-05-01
905,1786,6,70.7,1786-06-01
906,1786,7,63.9,1786-07-01
907,1786,8,130.7,1786-08-01
908,1786,9,176.3,1786-09-01
909,1786,10,73.6,1786-10-01
910,1786,11,83.3,1786-11-01
911,1786,12,103.6,1786-12-01
912,1787,1,25.8,1787-01-01
913,1787,2,73.9,1787-02-01
914,1787,3,82.9,1787-03-01
915,1787,4,43.7,1787-04-01
916,1787,5,51.5,1787-05-01
917,1787,6,69.4,1787-06-01
918,1787,7,171.3,1787-07-01
919,1787,8,105.3,1787-08-01
920,1787,9,52.6,1787-09-01
921,1787,10,211.6,1787-10-01
922,1787,11,108.6,1787-11-01
923,1787,12,123.2,1787-12-01
924,1788,1,67.6,1788-01-01
925,1788,2,64.1,1788-02-01
926,1788,3,57.2,1788-03-01
927,1788,4,51.6,1788-04-01
928,1788,5,36.9,1788-05-01
929,1788,6,44.6,1788-06-01
930,1788,7,115.7,1788-07-01
931,1788,8,68.3,1788-08-01
932,1788,9,77.4,1788-09-01
933,1788,10,53.0,1788-10-01
934,1788,11,42.5,1788-11-01
935,1788,12,18.1,1788-12-01
936,1789,1,87.6,1789-01-01
937,1789,2,114.4,1789-02-01
938,1789,3,29.2,1789-03-01
939,1789,4,71.8,1789-04-01
940,1789,5,96.1,1789-05-01
941,1789,6,137.5,1789-06-01
942,1789,7,144.8,1789-07-01
943,1789,8,28.0,1789-08-01
944,1789,9,110.8,1789-09-01
945,1789,10,154.6,1789-10-01
946,1789,11,97.4,1789-11-01
947,1789,12,144.8,1789-12-01
948,1790,1,98.2,1790-01-01
949,1790,2,33.8,1790-02-01
950,1790,3,22.2,1790-03-01
951,1790,4,37.0,1790-04-01
952,1790,5,78.1,1790-05-01
953,1790,6,98.2,1790-06-01
954,1790,7,133.1,1790-07-01
955,1790,8,99.3,1790-08-01
956,1790,9,106.7,1790-09-01
957,1790,10,72.9,1790-10-01
958,1790,11,105.6,1790-11-01
959,1790,12,171.1,1790-12-01
960,1791,1,150.1,1791-01-01
961,1791,2,91.2,1791-02-01
962,1791,3,45.6,1791-03-01
963,1791,4,89.0,1791-04-01
964,1791,5,60.1,1791-05-01
965,1791,6,32.3,1791-06-01
966,1791,7,107.9,1791-07-01
967,1791,8,121.2,1791-08-01
968,1791,9,46.7,1791-09-01
969,1791,10,106.8,1791-10-01
970,1791,11,140.1,1791-11-01
971,1791,12,121.2,1791-12-01
972,1792,1,87.6,1792-01-01
973,1792,2,86.3,1792-02-01
974,1792,3,102.0,1792-03-01
975,1792,4,119.0,1792-04-01
976,1792,5,104.6,1792-05-01
977,1792,6,60.2,1792-06-01
978,1792,7,109.9,1792-07-01
979,1792,8,167.4,1792-08-01
980,1792,9,155.6,1792-09-01
981,1792,10,117.7,1792-10-01
982,1792,11,51.0,1792-11-01
983,1792,12,146.5,1792-12-01
984,1793,1,75.4,1793-01-01
985,1793,2,121.2,1793-02-01
986,1793,3,94.5,1793-03-01
987,1793,4,59.2,1793-04-01
988,1793,5,40.1,1793-05-01
989,1793,6,68.7,1793-06-01
990,1793,7,57.3,1793-07-01
991,1793,8,112.6,1793-08-01
992,1793,9,74.4,1793-09-01
993,1793,10,68.7,1793-10-01
994,1793,11,88.8,1793-11-01
995,1793,12,93.5,1793-12-01
996,1794,1,48.2,1794-01-01
997,1794,2,127.4,1794-02-01
998,1794,3,64.3,1794-03-01
999,1794,4,108.8,1794-04-01
1000,1794,5,59.4,1794-05-01
1001,1794,6,32.1,1794-06-01
1002,1794,7,101.4,1794-07-01
1003,1794,8,102.6,1794-08-01
1004,1794,9,111.3,1794-09-01
1005,1794,10,132.3,1794-10-01
1006,1794,11,226.3,1794-11-01
1007,1794,12,122.4,1794-12-01
1008,1795,1,71.2,1795-01-01
1009,1795,2,103.0,1795-02-01
1010,1795,3,85.5,1795-03-01
1011,1795,4,91.0,1795-04-01
1012,1795,5,28.5,1795-05-01
1013,1795,6,101.9,1795-06-01
1014,1795,7,57.0,1795-07-01
1015,1795,8,64.7,1795-08-01
1016,1795,9,16.4,1795-09-01
1017,1795,10,222.5,1795-10-01
1018,1795,11,137.0,1795-11-01
1019,1795,12,117.3,1795-12-01
1020,1796,1,123.4,1796-01-01
1021,1796,2,72.0,1796-02-01
1022,1796,3,29.7,1796-03-01
1023,1796,4,40.5,1796-04-01
1024,1796,5,130.6,1796-05-01
1025,1796,6,59.4,1796-06-01
1026,1796,7,127.0,1796-07-01
1027,1796,8,20.7,1796-08-01
1028,1796,9,101.7,1796-09-01
1029,1796,10,54.9,1796-10-01
1030,1796,11,56.7,1796-11-01
1031,1796,12,83.7,1796-12-01
1032,1797,1,62.8,1797-01-01
1033,1797,2,21.3,1797-02-01
1034,1797,3,68.1,1797-03-01
1035,1797,4,57.4,1797-04-01
1036,1797,5,97.8,1797-05-01
1037,1797,6,52.1,1797-06-01
1038,1797,7,95.7,1797-07-01
1039,1797,8,153.2,1797-08-01
1040,1797,9,125.5,1797-09-01
1041,1797,10,100.0,1797-10-01
1042,1797,11,98.9,1797-11-01
1043,1797,12,130.8,1797-12-01
1044,1798,1,114.7,1798-01-01
1045,1798,2,49.4,1798-02-01
1046,1798,3,35.6,1798-03-01
1047,1798,4,69.2,1798-04-01
1048,1798,5,37.6,1798-05-01
1049,1798,6,50.4,1798-06-01
1050,1798,7,163.2,1798-07-01
1051,1798,8,73.2,1798-08-01
1052,1798,9,125.6,1798-09-01
1053,1798,10,86.0,1798-10-01
1054,1798,11,127.6,1798-11-01
1055,1798,12,56.4,1798-12-01
1056,1799,1,67.8,1799-01-01
1057,1799,2,111.8,1799-02-01
1058,1799,3,55.9,1799-03-01
1059,1799,4,119.4,1799-04-01
1060,1799,5,59.2,1799-05-01
1061,1799,6,46.2,1799-06-01
1062,1799,7,74.2,1799-07-01
1063,1799,8,142.0,1799-08-01
1064,1799,9,109.7,1799-09-01
1065,1799,10,129.1,1799-10-01
1066,1799,11,101.1,1799-11-01
1067,1799,12,59.2,1799-12-01
1068,1800,1,134.8,1800-01-01
1069,1800,2,47.6,1800-02-01
1070,1800,3,44.6,1800-03-01
1071,1800,4,128.9,1800-04-01
1072,1800,5,77.3,1800-05-01
1073,1800,6,25.8,1800-06-01
1074,1800,7,27.8,1800-07-01
1075,1800,8,28.7,1800-08-01
1076,1800,9,127.9,1800-09-01
1077,1800,10,127.9,1800-10-01
1078,1800,11,115.0,1800-11-01
1079,1800,12,105.1,1800-12-01
1080,1801,1,112.8,1801-01-01
1081,1801,2,77.2,1801-02-01
1082,1801,3,86.4,1801-03-01
1083,1801,4,26.4,1801-04-01
1084,1801,5,66.0,1801-05-01
1085,1801,6,28.4,1801-06-01
1086,1801,7,148.3,1801-07-01
1087,1801,8,22.4,1801-08-01
1088,1801,9,110.7,1801-09-01
1089,1801,10,132.1,1801-10-01
1090,1801,11,107.7,1801-11-01
1091,1801,12,97.5,1801-12-01
1092,1802,1,66.8,1802-01-01
1093,1802,2,90.5,1802-02-01
1094,1802,3,46.3,1802-03-01
1095,1802,4,71.1,1802-04-01
1096,1802,5,26.9,1802-05-01
1097,1802,6,76.5,1802-06-01
1098,1802,7,172.4,1802-07-01
1099,1802,8,99.1,1802-08-01
1100,1802,9,62.5,1802-09-01
1101,1802,10,147.6,1802-10-01
1102,1802,11,72.2,1802-11-01
1103,1802,12,145.5,1802-12-01
1104,1803,1,59.1,1803-01-01
1105,1803,2,74.8,1803-02-01
1106,1803,3,52.6,1803-03-01
1107,1803,4,57.5,1803-04-01
1108,1803,5,78.0,1803-05-01
1109,1803,6,64.1,1803-06-01
1110,1803,7,31.2,1803-07-01
1111,1803,8,77.2,1803-08-01
1112,1803,9,55.0,1803-09-01
1113,1803,10,29.6,1803-10-01
1114,1803,11,101.9,1803-11-01
1115,1803,12,140.5,1803-12-01
1116,1804,1,158.4,1804-01-01
1117,1804,2,34.4,1804-02-01
1118,1804,3,126.3,1804-03-01
1119,1804,4,58.5,1804-04-01
1120,1804,5,101.0,1804-05-01
1121,1804,6,63.1,1804-06-01
1122,1804,7,82.6,1804-07-01
1123,1804,8,134.3,1804-08-01
1124,1804,9,36.7,1804-09-01
1125,1804,10,160.7,1804-10-01
1126,1804,11,102.2,1804-11-01
1127,1804,12,89.5,1804-12-01
1128,1805,1,110.1,1805-01-01
1129,1805,2,73.7,1805-02-01
1130,1805,3,73.7,1805-03-01
1131,1805,4,34.6,1805-04-01
1132,1805,5,60.1,1805-05-01
1133,1805,6,52.8,1805-06-01
1134,1805,7,132.0,1805-07-01
1135,1805,8,100.1,1805-08-01
1136,1805,9,91.9,1805-09-01
1137,1805,10,39.1,1805-10-01
1138,1805,11,25.5,1805-11-01
1139,1805,12,116.5,1805-12-01
1140,1806,1,132.1,1806-01-01
1141,1806,2,84.6,1806-02-01
1142,1806,3,45.2,1806-03-01
1143,1806,4,37.1,1806-04-01
1144,1806,5,92.7,1806-05-01
1145,1806,6,39.4,1806-06-01
1146,1806,7,104.3,1806-07-01
1147,1806,8,112.4,1806-08-01
1148,1806,9,88.1,1806-09-01
1149,1806,10,76.5,1806-10-01
1150,1806,11,179.6,1806-11-01
1151,1806,12,166.9,1806-12-01
1152,1807,1,67.3,1807-01-01
1153,1807,2,76.0,1807-02-01
1154,1807,3,25.0,1807-03-01
1155,1807,4,50.0,1807-04-01
1156,1807,5,111.9,1807-05-01
1157,1807,6,55.4,1807-06-01
1158,1807,7,104.3,1807-07-01
1159,1807,8,127.1,1807-08-01
1160,1807,9,168.4,1807-09-01
1161,1807,10,136.9,1807-10-01
1162,1807,11,91.2,1807-11-01
1163,1807,12,72.8,1807-12-01
1164,1808,1,71.9,1808-01-01
1165,1808,2,55.4,1808-02-01
1166,1808,3,17.5,1808-03-01
1167,1808,4,66.7,1808-04-01
1168,1808,5,86.3,1808-05-01
1169,1808,6,63.7,1808-06-01
1170,1808,7,135.5,1808-07-01
1171,1808,8,150.9,1808-08-01
1172,1808,9,58.5,1808-09-01
1173,1808,10,140.7,1808-10-01
1174,1808,11,105.8,1808-11-01
1175,1808,12,73.9,1808-12-01
1176,1809,1,126.9,1809-01-01
1177,1809,2,98.9,1809-02-01
1178,1809,3,40.7,1809-03-01
1179,1809,4,66.4,1809-04-01
1180,1809,5,83.8,1809-05-01
1181,1809,6,86.1,1809-06-01
1182,1809,7,59.4,1809-07-01
1183,1809,8,202.6,1809-08-01
1184,1809,9,132.7,1809-09-01
1185,1809,10,55.9,1809-10-01
1186,1809,11,69.8,1809-11-01
1187,1809,12,140.9,1809-12-01
1188,1810,1,71.3,1810-01-01
1189,1810,2,56.2,1810-02-01
1190,1810,3,88.4,1810-03-01
1191,1810,4,44.2,1810-04-01
1192,1810,5,26.1,1810-05-01
1193,1810,6,42.2,1810-06-01
1194,1810,7,122.5,1810-07-01
1195,1810,8,107.4,1810-08-01
1196,1810,9,73.3,1810-09-01
1197,1810,10,91.4,1810-10-01
1198,1810,11,139.6,1810-11-01
1199,1810,12,141.6,1810-12-01
1200,1811,1,74.4,1811-01-01
1201,1811,2,124.4,1811-02-01
1202,1811,3,76.8,1811-03-01
1203,1811,4,95.4,1811-04-01
1204,1811,5,129.1,1811-05-01
1205,1811,6,57.0,1811-06-01
1206,1811,7,64.0,1811-07-01
1207,1811,8,121.0,1811-08-01
1208,1811,9,48.8,1811-09-01
1209,1811,10,134.9,1811-10-01
1210,1811,11,121.0,1811-11-01
1211,1811,12,116.3,1811-12-01
1212,1812,1,59.3,1812-01-01
1213,1812,2,132.7,1812-02-01
1214,1812,3,88.5,1812-03-01
1215,1812,4,41.0,1812-04-01
1216,1812,5,97.1,1812-05-01
1217,1812,6,83.1,1812-06-01
1218,1812,7,82.0,1812-07-01
1219,1812,8,84.1,1812-08-01
1220,1812,9,80.9,1812-09-01
1221,1812,10,170.4,1812-10-01
1222,1812,11,116.5,1812-11-01
1223,1812,12,43.1,1812-12-01
1224,1813,1,82.8,1813-01-01
1225,1813,2,138.0,1813-02-01
1226,1813,3,44.0,1813-03-01
1227,1813,4,58.3,1813-04-01
1228,1813,5,114.5,1813-05-01
1229,1813,6,49.1,1813-06-01
1230,1813,7,84.9,1813-07-01
1231,1813,8,38.9,1813-08-01
1232,1813,9,103.3,1813-09-01
1233,1813,10,150.3,1813-10-01
1234,1813,11,106.3,1813-11-01
1235,1813,12,52.1,1813-12-01
1236,1814,1,29.7,1814-01-01
1237,1814,2,57.2,1814-02-01
1238,1814,3,44.5,1814-03-01
1239,1814,4,101.7,1814-04-01
1240,1814,5,50.8,1814-05-01
1241,1814,6,58.3,1814-06-01
1242,1814,7,77.3,1814-07-01
1243,1814,8,81.6,1814-08-01
1244,1814,9,39.2,1814-09-01
1245,1814,10,137.7,1814-10-01
1246,1814,11,191.7,1814-11-01
1247,1814,12,188.5,1814-12-01
1248,1815,1,48.8,1815-01-01
1249,1815,2,90.3,1815-02-01
1250,1815,3,111.0,1815-03-01
1251,1815,4,39.4,1815-04-01
1252,1815,5,95.5,1815-05-01
1253,1815,6,82.0,1815-06-01
1254,1815,7,52.9,1815-07-01
1255,1815,8,100.7,1815-08-01
1256,1815,9,121.4,1815-09-01
1257,1815,10,133.9,1815-10-01
1258,1815,11,83.0,1815-11-01
1259,1815,12,78.9,1815-12-01
1260,1816,1,73.4,1816-01-01
1261,1816,2,43.1,1816-02-01
1262,1816,3,68.7,1816-03-01
1263,1816,4,61.8,1816-04-01
1264,1816,5,103.7,1816-05-01
1265,1816,6,76.9,1816-06-01
1266,1816,7,163.1,1816-07-01
1267,1816,8,90.9,1816-08-01
1268,1816,9,136.3,1816-09-01
1269,1816,10,146.8,1816-10-01
1270,1816,11,64.1,1816-11-01
1271,1816,12,136.3,1816-12-01
1272,1817,1,86.1,1817-01-01
1273,1817,2,111.8,1817-02-01
1274,1817,3,86.1,1817-03-01
1275,1817,4,8.9,1817-04-01
1276,1817,5,59.2,1817-05-01
1277,1817,6,106.2,1817-06-01
1278,1817,7,158.7,1817-07-01
1279,1817,8,157.6,1817-08-01
1280,1817,9,35.8,1817-09-01
1281,1817,10,43.6,1817-10-01
1282,1817,11,140.8,1817-11-01
1283,1817,12,122.9,1817-12-01
1284,1818,1,151.3,1818-01-01
1285,1818,2,84.1,1818-02-01
1286,1818,3,153.7,1818-03-01
1287,1818,4,135.7,1818-04-01
1288,1818,5,50.4,1818-05-01
1289,1818,6,68.4,1818-06-01
1290,1818,7,79.3,1818-07-01
1291,1818,8,37.2,1818-08-01
1292,1818,9,121.3,1818-09-01
1293,1818,10,129.7,1818-10-01
1294,1818,11,110.5,1818-11-01
1295,1818,12,79.3,1818-12-01
1296,1819,1,158.8,1819-01-01
1297,1819,2,121.1,1819-02-01
1298,1819,3,51.4,1819-03-01
1299,1819,4,68.5,1819-04-01
1300,1819,5,94.8,1819-05-01
1301,1819,6,102.8,1819-06-01
1302,1819,7,76.5,1819-07-01
1303,1819,8,65.1,1819-08-01
1304,1819,9,82.3,1819-09-01
1305,1819,10,110.8,1819-10-01
1306,1819,11,88.0,1819-11-01
1307,1819,12,122.2,1819-12-01
1308,1820,1,73.7,1820-01-01
1309,1820,2,39.8,1820-02-01
1310,1820,3,77.6,1820-03-01
1311,1820,4,39.8,1820-04-01
1312,1820,5,140.6,1820-05-01
1313,1820,6,66.9,1820-06-01
1314,1820,7,50.4,1820-07-01
1315,1820,8,125.1,1820-08-01
1316,1820,9,86.3,1820-09-01
1317,1820,10,95.0,1820-10-01
1318,1820,11,69.8,1820-11-01
1319,1820,12,104.7,1820-12-01
1320,1821,1,57.7,1821-01-01
1321,1821,2,17.4,1821-02-01
1322,1821,3,117.7,1821-03-01
1323,1821,4,109.0,1821-04-01
1324,1821,5,59.9,1821-05-01
1325,1821,6,12.0,1821-06-01
1326,1821,7,55.6,1821-07-01
1327,1821,8,100.2,1821-08-01
1328,1821,9,124.2,1821-09-01
1329,1821,10,102.4,1821-10-01
1330,1821,11,156.9,1821-11-01
1331,1821,12,176.5,1821-12-01
1332,1822,1,50.9,1822-01-01
1333,1822,2,107.7,1822-02-01
1334,1822,3,122.7,1822-03-01
1335,1822,4,69.5,1822-04-01
1336,1822,5,54.4,1822-05-01
1337,1822,6,34.7,1822-06-01
1338,1822,7,191.0,1822-07-01
1339,1822,8,104.2,1822-08-01
1340,1822,9,53.3,1822-09-01
1341,1822,10,150.5,1822-10-01
1342,1822,11,163.2,1822-11-01
1343,1822,12,55.6,1822-12-01
1344,1823,1,81.9,1823-01-01
1345,1823,2,94.7,1823-02-01
1346,1823,3,85.4,1823-03-01
1347,1823,4,86.5,1823-04-01
1348,1823,5,126.3,1823-05-01
1349,1823,6,44.4,1823-06-01
1350,1823,7,164.9,1823-07-01
1351,1823,8,115.8,1823-08-01
1352,1823,9,90.1,1823-09-01
1353,1823,10,87.7,1823-10-01
1354,1823,11,52.6,1823-11-01
1355,1823,12,139.2,1823-12-01
1356,1824,1,72.1,1824-01-01
1357,1824,2,52.8,1824-02-01
1358,1824,3,74.1,1824-03-01
1359,1824,4,55.8,1824-04-01
1360,1824,5,20.3,1824-05-01
1361,1824,6,54.8,1824-06-01
1362,1824,7,35.5,1824-07-01
1363,1824,8,58.9,1824-08-01
1364,1824,9,90.3,1824-09-01
1365,1824,10,191.8,1824-10-01
1366,1824,11,155.3,1824-11-01
1367,1824,12,153.3,1824-12-01
1368,1825,1,86.2,1825-01-01
1369,1825,2,48.2,1825-02-01
1370,1825,3,65.6,1825-03-01
1371,1825,4,52.3,1825-04-01
1372,1825,5,88.2,1825-05-01
1373,1825,6,72.8,1825-06-01
1374,1825,7,20.5,1825-07-01
1375,1825,8,88.2,1825-08-01
1376,1825,9,104.6,1825-09-01
1377,1825,10,145.7,1825-10-01
1378,1825,11,130.3,1825-11-01
1379,1825,12,123.1,1825-12-01
1380,1826,1,77.2,1826-01-01
1381,1826,2,160.6,1826-02-01
1382,1826,3,60.3,1826-03-01
1383,1826,4,50.6,1826-04-01
1384,1826,5,17.7,1826-05-01
1385,1826,6,8.9,1826-06-01
1386,1826,7,68.3,1826-07-01
1387,1826,8,100.3,1826-08-01
1388,1826,9,72.8,1826-09-01
1389,1826,10,109.1,1826-10-01
1390,1826,11,76.3,1826-11-01
1391,1826,12,83.4,1826-12-01
1392,1827,1,78.9,1827-01-01
1393,1827,2,42.1,1827-02-01
1394,1827,3,155.7,1827-03-01
1395,1827,4,55.7,1827-04-01
1396,1827,5,90.4,1827-05-01
1397,1827,6,91.5,1827-06-01
1398,1827,7,66.3,1827-07-01
1399,1827,8,92.5,1827-08-01
1400,1827,9,70.5,1827-09-01
1401,1827,10,92.5,1827-10-01
1402,1827,11,65.2,1827-11-01
1403,1827,12,150.4,1827-12-01
1404,1828,1,125.7,1828-01-01
1405,1828,2,101.3,1828-02-01
1406,1828,3,62.2,1828-03-01
1407,1828,4,113.5,1828-04-01
1408,1828,5,62.2,1828-05-01
1409,1828,6,67.1,1828-06-01
1410,1828,7,153.8,1828-07-01
1411,1828,8,119.6,1828-08-01
1412,1828,9,64.7,1828-09-01
1413,1828,10,70.8,1828-10-01
1414,1828,11,119.6,1828-11-01
1415,1828,12,159.9,1828-12-01
1416,1829,1,41.1,1829-01-01
1417,1829,2,59.7,1829-02-01
1418,1829,3,42.1,1829-03-01
1419,1829,4,111.6,1829-04-01
1420,1829,5,40.2,1829-05-01
1421,1829,6,72.5,1829-06-01
1422,1829,7,109.7,1829-07-01
1423,1829,8,183.1,1829-08-01
1424,1829,9,83.2,1829-09-01
1425,1829,10,116.5,1829-10-01
1426,1829,11,62.7,1829-11-01
1427,1829,12,56.8,1829-12-01
1428,1830,1,40.1,1830-01-01
1429,1830,2,72.1,1830-02-01
1430,1830,3,68.1,1830-03-01
1431,1830,4,79.2,1830-04-01
1432,1830,5,80.2,1830-05-01
1433,1830,6,61.1,1830-06-01
1434,1830,7,105.2,1830-07-01
1435,1830,8,81.2,1830-08-01
1436,1830,9,130.3,1830-09-01
1437,1830,10,63.1,1830-10-01
1438,1830,11,120.2,1830-11-01
1439,1830,12,101.2,1830-12-01
1440,1831,1,45.1,1831-01-01
1441,1831,2,91.2,1831-02-01
1442,1831,3,109.2,1831-03-01
1443,1831,4,42.8,1831-04-01
1444,1831,5,21.4,1831-05-01
1445,1831,6,71.0,1831-06-01
1446,1831,7,84.5,1831-07-01
1447,1831,8,74.3,1831-08-01
1448,1831,9,84.5,1831-09-01
1449,1831,10,146.4,1831-10-01
1450,1831,11,194.8,1831-11-01
1451,1831,12,161.1,1831-12-01
1452,1832,1,46.8,1832-01-01
1453,1832,2,56.3,1832-02-01
1454,1832,3,80.2,1832-03-01
1455,1832,4,57.3,1832-04-01
1456,1832,5,42.0,1832-05-01
1457,1832,6,94.5,1832-06-01
1458,1832,7,42.0,1832-07-01
1459,1832,8,108.8,1832-08-01
1460,1832,9,40.1,1832-09-01
1461,1832,10,113.6,1832-10-01
1462,1832,11,127.9,1832-11-01
1463,1832,12,145.1,1832-12-01
1464,1833,1,24.4,1833-01-01
1465,1833,2,137.0,1833-02-01
1466,1833,3,34.8,1833-03-01
1467,1833,4,69.7,1833-04-01
1468,1833,5,47.6,1833-05-01
1469,1833,6,126.5,1833-06-01
1470,1833,7,70.8,1833-07-01
1471,1833,8,51.1,1833-08-01
1472,1833,9,117.2,1833-09-01
1473,1833,10,118.4,1833-10-01
1474,1833,11,159.0,1833-11-01
1475,1833,12,204.3,1833-12-01
1476,1834,1,184.3,1834-01-01
1477,1834,2,98.2,1834-02-01
1478,1834,3,65.8,1834-03-01
1479,1834,4,14.2,1834-04-01
1480,1834,5,45.6,1834-05-01
1481,1834,6,101.3,1834-06-01
1482,1834,7,113.4,1834-07-01
1483,1834,8,82.0,1834-08-01
1484,1834,9,79.0,1834-09-01
1485,1834,10,88.1,1834-10-01
1486,1834,11,78.0,1834-11-01
1487,1834,12,62.8,1834-12-01
1488,1835,1,82.7,1835-01-01
1489,1835,2,145.5,1835-02-01
1490,1835,3,88.2,1835-03-01
1491,1835,4,29.8,1835-04-01
1492,1835,5,105.8,1835-05-01
1493,1835,6,38.6,1835-06-01
1494,1835,7,83.8,1835-07-01
1495,1835,8,76.1,1835-08-01
1496,1835,9,137.8,1835-09-01
1497,1835,10,114.7,1835-10-01
1498,1835,11,137.8,1835-11-01
1499,1835,12,61.7,1835-12-01
1500,1836,1,98.2,1836-01-01
1501,1836,2,47.5,1836-02-01
1502,1836,3,115.9,1836-03-01
1503,1836,4,56.3,1836-04-01
1504,1836,5,8.8,1836-05-01
1505,1836,6,83.9,1836-06-01
1506,1836,7,143.5,1836-07-01
1507,1836,8,59.6,1836-08-01
1508,1836,9,128.0,1836-09-01
1509,1836,10,125.8,1836-10-01
1510,1836,11,140.2,1836-11-01
1511,1836,12,96.0,1836-12-01
1512,1837,1,62.8,1837-01-01
1513,1837,2,118.6,1837-02-01
1514,1837,3,35.9,1837-03-01
1515,1837,4,63.8,1837-04-01
1516,1837,5,53.8,1837-05-01
1517,1837,6,61.8,1837-06-01
1518,1837,7,116.6,1837-07-01
